	lang	ref_caption	gen_caption
9140	ca	Rèplica de Lampy, una nan de terracota fet per Charles Isham l'any 1847 d'Alemanya	Un nan de jardí de l'antic món.
9141	ca	Drop Redoubt.	Un castell de pedra amb una gran tanca a la part superior.
9142	ca	Akita americà.	Spitz asiàtic
9143	ca	Carles Puigdemont, el 2015	El president de la Generalitat de Catalunya
9144	ca	Una vista des de la zona de rift oriental del Kīlauea feta durant una expedició de l'USGS	litoral
9145	ca	El Forat d'Aiguallut	llac
9146	ca	La vall de la Lentillà al sud de Vallestàvia	Vall de Vallestàvia
9147	ca	Dones yakama, 1911	Tres dones vestides amb vestits indígenes de Yakama, a l'exterior d'una tenda de teepee
9148	ca	Estructura química de la leu-encefalina	un diagrama de la estructura molecular de la neurotoxina
9149	ca	Els germans Lawrence i Reginald Doherty van guanyar vuit títols entre 1897 i 1906.	Sí
9150	ca	El cotxe 607 al taller de Can Boixeres, a finals dels anys setanta.	Un tren de FMB a la línia de trens.
9151	ca	Encesa de foc per fregament amb esca	Un grup de nens i adults s'asseuen al terra i juguen amb un instrument.
9152	ca	Ravivar Karanja: ciutat vella	Una gran ciutat amb moltes persones i edificis.
9153	ca	Connector VGA	Un cable de DVI a un ordinador.
9154	ca	Core 2 Duo Wolfdale E7200.	Un processador intelèctric amb un nombre de bits i un nombre de bits
9155	ca	Cartell commemoratiu de l'abolició de l'esclavitud a l'Imperi Britànic, titulat To the friends of Negro Emancipation.	un retrat d'un home amb les mans obertes i un altre home amb les mans obertes
9156	ca	Forma en què es produeix interferència entre símbols.	un diagrama mostra el nombre de línies de l'interferència per efecte multicamí
9157	ca	Muntanyes de Montserrat	La importància de les muntanyes és que són un lloc important per a la vida i la bellesa de la terra
9158	ca	"La ""Línia Verda"" abandonada, dividint les faccions en guerra al nord i al sud de Mogadiscio (gener de 1993)."	Una carretera de terra plena de plantes i edificis.
9159	ca	Hallock Greenewalt, amb l'òrgan de color de llum elèctrica que va inventar.	una dona amb un sombrero i un vestit negre asseguda davant d'un ordinador
9160	ca	Gregori Palamàs	Un icona de l'antic cristianisme, un icona de l'antic cristianisme, un icona de
9161	ca	Monestir de Santa Clara i aqüeducte	arquitectura medieval
9162	ca	Santa Maria de Montoriol	Una antiga església de pedra a la vora d'un camp.
9163	ca	M48	La lluna és una de les més grans estrelles del cel.
9164	ca	Part de l'estela nestoriana titulada大秦景教流行中國碑 / Dàqín jǐng jiào liúxíng Zhōngguó bēi «Estela de la propagació a la Xina de la lluminosa religió de Daqin», va ser erigida a la Xina el 781, al centre del «triangle» superior la imatge d'una creu.	un manuscrit tibetà amb un gràfic i un gràfic de l'escriptura
9165	ca	PUCE a Quito.	Una foto en blanc i negre d'un arbre i un edifici.
9166	ca	Marco Aurelio Soto	un retrat de l'antic mestre de la medicina
9167	ca	Rihanna a la premiere de la pel·lícula  Ocean's 8. (2018)	Rihanna, artista pop i èxit empresarial, és una de les més destacades dones de la història
9168	ca	Barri i platja de Lara a Antalya	La ciutat de Antalya és un lloc popular per a festivals i esdeveniments.
9169	ca	Relleus a la nova façana del monestir de Montserrat	Un edifici amb moltes finestres i algunes esculturas.
9170	ca	Després del comunisme van arribar les multinacionals a Bulgària. En la imatge Lukoil i McDonald's en el Boulevard Todor Alexandrov de Sofia.	Una carretera de la ciutat amb un edifici i un carrer.
9171	ca	Església de Sankt-Burchardi-	Una gran i antiga i antiga i antiga i antiga i antiga i antiga i antiga
9172	ca	Vista panoràmica de Palerm	Palerm
9173	ca	Una reunió de l'Estat Major del SHAEF: (d'esquerra a dreta) el Tinent General Bradley, l'Almirall Ramsay, el Mariscal de l'Aire Tedder, el General Eisenhower, el General Montgomery, el Mariscal en Cap de l'Aire Leigh Mallory i el Tinent General Smith.	Un grup de persones assegudes a una taula de l'oficina.
9174	ca	Baranes a les estretes seccions en ziga-zaga del sender Mont Whitley	La ruta de muntanya de Mont Whitney és una ruta de muntanya a la serralada de l'est de l
9175	ca	Aki Kaurismäki, Grand Prix	Un home amb una camisa blanca i una corbata blanca està assegut en un banc.
9176	ca	Colós de Menkaure fet d'alabastre, descobert dins el temple funerari	La piràmide de Micerí és un temple egipci més gran de la història.
9177	ca	Jean Henri Dunant.	Jean Henri Dunant
9178	ca	Mural de la Basílica de Santa Eufèmia de Rovinj, a Croàcia	una pintura de la persona de la guerra de la guerra de la guerra de la guerra de la guerra de la guerra
9179	ca	Gaston Maspero dins la cambra funerària de la piràmide d'Unas poc després del seu descobriment	Un home amb un sombrero i una bufanda a la teva dreta, fent un gest de comunicació.
9180	ca	Capitell de claustre, del segle xi, del taller de l'Aljaferia.	Antiguitat
9181	ca	Syd Barrett	Un jove amb una barba curta i un vestit blanc amb un fons de color brillant.
9182	ca	L'arquebisbe Raffaele Ferrigno, arquebisbe de Brindisi (1856-1875); foto f.lli D'Alessandri	El lloc de l'església és la Seu de Brindisi-Ostuni.
9183	ca	Els personatges Josef Spejbl, el seu fill Hurvínek i els que componen la família que viu amb ells: la senyora Katerina i la seva filla Mánicka, aquesta amb el gos Žeryk.	Un mural de nens i animals a les escales.
9184	ca	El trànsit és molt intens al Caire.	Un carrer plena de cotxes i gent.
9185	ca	L'estret de Kanmon vist des de l'espai, amb Kitakyūshū a l'esquerra i Shimonoseki a la dreta	Una vista de l'oceà de la ciutat de Kitakyushu.
9186	ca	El Germà Roger, fundador de la comunitat, pregant l'any 2003	Un home en una cadira de rodes amb una vela i un nen en una cadira de rodes.
9187	ca	Coldplay al final d'un concert a Kansas.	Els Coldplay són un grup de rock britànic.
9188	ca	El Convent del Carmel de Vinçà	Palau de Caputxins
9189	ca	Ganivet Barong conservat a la Biblioteca Museu Víctor Balaguer	Un ganivet a la taula amb una taula negra.
9190	ca	La casa natal d'Édouard-Alfred Martel, 1 rue de la forêt, Hardelot, al centre antic de Pontoise.	El nom complet de Martel és un gràfic de l'enciclopèdia francesa.
9191	ca	Publicacions d'I.W. de Dr. Fu Manchu # 1 (1958), reimprimint material d'Avon Comics. Portada de Burgos.	Un còmic de l'època de la dècada de 1950.
9192	ca	Alonso Fernández de Lugo rep als menceys	Un mural de la Segona Batalla de Acentejo, a la ciutat de Lugo.
9193	ca	Dolmen de Djebel Gorra, Tunísia.	El fenomen megalític és un fenomen geològic que consisteix en la construcció de roques i roques a partir
9194	ca	Ermita de Sant Sebastià	Vilassar de Dalt
9195	ca	Teler de Jacquard, 1849	Un parell de tècniques de teixit de Jacquard.
9196	ca	La vall de Glendalough, situada al comtat de Wicklow	Irlanda
9197	ca	L'entrada dels Hardy Boyz	Un home i una dona a un escenari amb un escenari i un escenari.
9198	ca	Fusell fotogràfic de Marey (1882).	Un gràfic de l'antic revòlver de Janssen.
9199	ca	Fotografia d'una cinta Betamax i la seva capsa	còpia de vídeo
9200	ca	Peter Lorre, protagonista de la pel·lícula.	Un home amb una cigarreta a la boca.
9201	ca	Peter Voulkos, Siguirilla, 1999	Un recipient de fusta i algunes roques.
9202	ca	Diferència entre barreres d'energia	un diagrama de nucliació amb un gràfic de nucliació i un gràfic de nucliació
9203	ca	Un segell de les Illes Fèroe del 1979 fet per Czesław Słania. Les ovelles són l'animal heràldic de les Illes Fèroe	ovella
9204	ca	Parts d'un samovar: 1.Tapa de la xemeneia - 2.Suport per a la tetera - 3.Tapa del dipòsit d'aigua - 4.Dipòsit d'aigua - 5.Ansa - 6.Base del dipòsit - 7.Aixeta - 8.Vàlvula	un diagrama de l'interior d'un olla de llet
9205	ca	El bisbe Domenico Cancian.	El bisbat de Città di Castello
9206	ca	Secció d'una geoda d'àgata	Una àgata blanca i blanca amb fons negre.
9207	ca	Evolució històrica de Luxemburg 1659-1839	Mapa de la frontera entre Bèlgica i Luxemburg
9208	ca	Rata atrapada a una trampa	Un ratolí a la caixa de l'animal.
9209	ca	Els Països Baixos espanyols cap al 1700	Espanya
9210	ca	El general Pedro Pablo Ramírez en prendre jurament al seu primer gabinet, 7 de juny de 1943. Va ser president durant els primers vuit mesos de la Revolució del 43.	Un home amb un uniforme militar i un micròfon.
9211	ca	Col·lecció de pipes	Museu Marès
9212	ca	BnF ms. 854 fol. 65; cançoner I	Un manuscrit medieval amb un home amb una mà i un llaç.
9213	ca	La cocatedral de l'Assumpció de la Mare de Déu a Pula.	Bisbat de Poreč i Pula
9214	ca	Merops apiaster	Un conjunt de quatre ovos blancs en un fons negre.
9215	ca	Duc d'Angulema, cap dels Cent Mil Fills de Sant Lluís	Espanya
9216	ca	Dia Internacional de la Dona a Douala (Camerun).	Una multitud de gent caminant per una carretera.
9217	ca	La ciutat de Saragossa, per Juan Bautista Martínez del Mall, llenç freqüentment atribuït a Velázquez.	La història de l'economia espanyola
9218	ca	Passeig de la Vall d'Hebron.	Un cartell blanc i blanc que diu Passatge de la Vall d'Heron.
9219	ca	Philosophiae Naturalis Principia Mathematica de Newton	un manuscrit manuscrit amb un gràfic de l'escriptura
9220	ca	Retaule barroc destruït el 1936	una imatge en blanc i negre d'un altar
9221	ca	"Måns Zelmerlöw amb Heroes va aconseguir la sisena victòria de Suècia en Eurovisió, amb 365 punts.
Suècia"	Un home amb un micròfon i un fons de llums.
9222	ca	L'església romànica de Sant Andreu, al cementiri	Una església antiga en una ciutat de muntanya.
9223	ca	Instruments de vol d'un Cessna 172R	Un avió de bombers amb molts instruments i instruments.
9224	ca	Foli 120r; la cinquena trompeta; plaga de llagostes	Un manuscrit antic amb un parell de animals diferents.
9225	ca	Esplendor d'Elizabeth Taylor en aquest film	Una dona amb un vestit blanc i una taula de zinc
9226	ca	Stanley Baldwin	guerra
9227	ca	Luvova Cheshma, or la Font del Lleó, fundada el 1903, a la plaça Seuthopolis.	Una font a la vora d'un carrer.
9228	ca	Exemple del que pot ser un dol amb la «pena negra».	Una dona amb una vestimenta de l'any o de la boda.
9229	ca	Les superfícies coordenades del sistema de coordenades cilíndriques (ρ, φ, z). El cilindre vermell mostra els punts amb ρ=2, el pla blau mostra els punts amb z=1, i el semiplà groc mostra els punts amb φ=-60°. L'eix z és vertical i l'eix x es ressalta en verd. Les tres superfícies s'intersequen al punt P que és al que li corresponen aquestes coordenades (es presenta com una esfera negra); les coordenades cartesianes de P són aproximadament (1.0, -1.732, 1.0).	Sistema de coordenades cilíndriques
9230	ca	El mètode convencional de subministrar aigua a una locomotora era reomplint els tancs des d'assortidors instal·lats en les estacions.	Un tren de vapor amb condensadors a la part superior.
9231	ca	Detall d'una pintura de Pieter Brueghel el Vell que ens mostra la manera en què els camperols realitzen la seva feina durant l'era moderna. Les tècniques de conreu no havien experimentat pràcticament cap renovació des de l'edat mitjana i l'esgotament de les terres s'evitava pel vell sistema del guaret, o mitjançant el conreu de cereals secundaris, com l'ordi i el sègol. L'agricultura va continuar, majoritàriament, dins el marc de l'economia senyorial, fins a arribar a un punt de saturació on a molts llocs la producció agrària va disminuir i molts camps van convertir-se en terres de pastura.	edat mitjana
9232	ca	Rocco Talucci, arquebisbe de Brindisi-Ostuni (2000-2012)	un capellà amb un vestit rosa i una corbata rosa
9233	ca	L'estació de tren de Galterud.	Un edifici de ferrocarril amb una gran finestra i un edifici de l'estació de tren.
9234	ca	Aproximació dels anells (de dalt a baix) δ, γ, η, β i α d'Urà. L'anell η mostra el component ample òpticament estret.	un parell de línies de línies que van a través de Saturn
9235	ca	Influències de certes addicions de components de vidre sobre el mòdul d'elasticitat d'un vidre base específic	un gràfic que mostra el flux d'aigua i el flux d'aigua en un recipient
9236	ca	Representació romàntica d'una reunió a Þingvellir.	Un mural de gent que està en una roqueta.
9237	ca	Javier Solana	Un home amb un vestit i corbata i un posat de vestir fent una declaració.
9238	ca	Gene Kelly en L'herència del vent, 1960	Un home amb un sombrero i un sombrero de cowboy portant un cartell i un cartell de la bandera.
9239	ca	D'Annebault.	un retrat d'un home amb una barba i un vestit blanc
9240	ca	Mapa del Cantó dels Pirineus Catalans	Un mapa amb les zones de la regió
9241	ca	Obrer usant una esmoladora angular	Un home treballant amb una esmoladora angular.
9242	ca	Església de Hasselfelde	La ciutat de Harz és una ciutat rural amb una gran i antiga església.
9243	ca	Segon moviment del concert de Nadal de Corelli. Escolta	una línia de música amb quatre notes diferents
9244	ca	Monument a Grace Darling.	Un edifici a la vora d'un camp de l'aigua.
9245	ca	Mount St. Helens, Washington.	Cendra volcànica
9246	ca	Molts tintorers guarden les peces netes en bosses de plàstic.	química
9247	ca	Unitat de gravació del sistema del so d'artilleria	Un escenari amb un escenari de vidre i un escenari de vidre amb un escenari de vidre.
9248	ca	Cròquis de la situació de la Partida de Benadressa al Terme Municipal de Castelló de La Plana.	Un mapa de la regió de Benadressa, amb les seves variants.
9249	ca	Carrer del Forn	Un antic forn de pa a Torà.
9250	ca	L'espira del Mont Saint-Michel	La torre de la torre de la torre de la torre de la torre de la torre de la torre de la torre de la torre de la torre de
9251	ca	Astronautes menjant unes hamburgueses. El pa ha estat un dels aliments bàsics empleats a les missions espacials.	època moderna
9252	ca	Retaule de Sant Marc a la catedral de Barcelona	un altar de fusta i or en una església
9253	ca	Pics Tateyama	Cascades
9254	ca	Percebes (Coronula sp.) sobre una balena grisa	Una balena grisa amb moltes plantes a l'aigua.
9255	ca	Situació d'Angkor i altres llocs relacionats.	Mapa de la història de Angkor
9256	ca	Video 3D Frame sequential	un gràfic de tres línies que s'enfila en un gràfic de tres línies
9257	ca	Vista de Llucmajor des del migjorn amb el massís de Randa al fons.	Llucmajor és una ciutat de la península de Mallorca, Espanya.
9258	ca	Archibald Grimké, pare d'Angelina Weld Grimké	Un home amb un vestit i un collaret.
9259	ca	Cronòmetre marí de Losada.	Un rellotge de sorra en una caixa de fusta.
9260	ca	Isabel II, de nena (cap a 1840).	El fracassat pronunciament moderat de 1841 i les seves conseqüències
9261	ca	Entrenament dels Guaiqueríes de Margarita.	Lliga veneçolana de bàsquet
9262	ca	Artistes en un estudi de so, gravant per un programa de ràdio en viu durant els anys 20. L'home de la dreta té una taula de sons on pot simular els efectes sonors.	Una foto en blanc i negre de gent que està a un micròfon.
9263	ca	Cases de refugiat al camp Nong Samet el 1984. En els primers temps del campament, els refugiats van viure en les tendes o les cabanes fetes amb qualsevol material disponible.	Un camp de refugiats a Cambodja, amb una gran casa i una gran tanca.
