	lang	ref_caption	gen_caption
8589	es	Interior de la Casa Milà.	La casa Milà, Sección Titulo: Interior
8590	es	Áreas de la Plaza de Armas con la Catedral de Iquitos en segundo plano.	Sección: Museo
8591	es	Adidas Telstar, el balón oficial con el que jugó Israel en su única participación en un Mundial de fútbol.	La página de contenido de la página es un sitio web de noticias de fú
8592	es	Kitaro	Música
8593	es	Moisant international Aviators, cartel.	El nombre de la empresa es Moisant International Aviators.
8594	es	Andén de la estación de Buttes Chaumont en dirección Louis Blanc	La línea 7 bis del Metro de París, sección de características, es una
8595	es	Catedral Emperatriz de Santa Elena.	La provincia de Santa Elena es una ciudad de la provincia de Santa Elena, con una población de
8596	es	La moderna Academia de Atenas, con Apolo y Atenea en sus columnas, y Sócrates y Platón sentados en frente.	La historia de Atenas, sección de arte y filósofos, es una historia
8597	es	Busto de Blasco Ibáñez en la avenida de Valencia que lleva su nombre	El cartel de la tumba de Vicente Blasco Ibáñez está en el
8598	es	Conservatorio Superior de Música de Castilla-La Mancha (Albacete).	Ciudad
8599	es	Los búnkeres soviéticos utilizados en la defensa de Járkov	La primera batalla de Járkov, Sección 1
8600	es	Postal de 1930 del Hiye Maru	El barco Hei Maru es un barco de carga y transporte de mercancías
8601	es	Fachada principal de la catedral de Lugo.	Juan Enríquez, Sección
8602	es	Entrevista entre Juan de Grijalva y el cacique maya Tabscoob, ocurrida en Potonchán el 8 de junio de 1518.	La Segunda Expedición de México, Sección Primera, Primera Expedición de México
8603	es	Tarsometatarso.	La escultura de bronce es un hueso de bronce de un dinosaurio
8604	es	He 51B de la Real Fuerza Aérea Búlgara.	Un avión Heinkel He 51.
8605	es	Jackman junto con el actor Ryan Reynolds durante el estreno de X-Men Origins: Wolverine, en abril de 2009, en Arizona.	Un hombre sosteniendo un cartel en un evento.
8606	es	RER à la gare de Noisiel	Un tren de pasajeros en una estación de tren.
8607	es	Wikipedia biblioteca municipal Masaka.	Museos y bibliotecas
8608	es	Fotografía de Adrián Ghio junto a su hija Florencia (25 meses) en 1975.	Un hombre sosteniendo a una niña en su espalda.
8609	es	Frondas de Laminaria digitata lavada en la costa — cada fronda mide más de 2 m de largo.	La laminaria es una especie de algas marinas que se usan para crear
8610	es	Niños ruandeses en el medio rural.	Educación
8611	es	Entrada decoarada de la academia durante el Festival Internacional de Teatro de Kerala	Una puerta de entrada a una escuela de arte.
8612	es	"Sum 41 en plena gira ""10th Aniversary Of Does This Look Infected?"""	Un hombre con una guitarra y un cartel en el escenario.
8613	es	Copa de baloncesto italiana	Deporte en Europa, Sección de deporte: baloncesto
8614	es	Los Tres Santos Jerarcas: san Basilio de Cesarea, san Juan Crisóstomo y san Gregorio el Teólogo, icono de Lipie, Museo Histórico en Sanok, Polonia.	Gregorio Nacianceno, Sección Título: Segundo Concilio Ecumé
8615	es	Red Hugh O'Donnel.	La guerra de los Nueve Años (Irlanda), Sección Título: La batal
8616	es	DFB = cinco federaciones regionales, 21 federaciones estatales	El mapa muestra las ciudades y zonas de la Federación Alemana de Fú
8617	es	Copas de algunos árboles sobresaliendo en la superficie.	El río Brokopondo es un río de agua dulce y abierto con
8618	es	Cabañas en la montaña como esta a medio camino de Lomnický štít son una visión común en el Alto Tatra.	El Alto Tatra, Sección Título: Picos más altos
8619	es	Granadero en la Casa Rosada	Un hombre con un traje de caballero y un casco rojo y negro.
8620	es	Ejemplares de la revista Acta Physica Polonica	Tipo de página: página de archivo
8621	es	El Cristianismo introduce las bellas artes en Alemania	Philipp Veit, Sección de estilo: pinturas
8622	es	Arco de la Sangre	Plaza de Zocodover, Sección de reformas
8623	es	P-3B Orion en la BAPI	La base aeronaval Almirante Zar, Sección
8624	es	Chile. Conurbaciones y ciudades sobre 10.000 hab., cálculo 2005.	Un mapa que muestra las condiciones sociales de la población en Chile.
8625	es	Luke Harper en abril de 2014.	Brodie Lee, Sección Título 2013–2014
8626	es	Al productor Bernd Eichinger le fueron negados los derechos para realizar una película cuando primero trató de obtenerlos en el año 1985.	El perfume (película)
8627	es	Racing es el primer equipo campeón de campeones en la Supercopa Sudamericana, conseguida en 1988.	El equipo de fútbol de Racing Club celebra con el trofeo.
8628	es	Un joven franciscano conventual con el hábito tradicional de la orden.	Orden de Frailes Menores Conventuales, Sección de actividades
8629	es	Hotel en Pogradec	El lago Ocrida es un lago lleno de actividad y agradables paisajes
8630	es	Ilustración de la Tierra esférica en L'Image du monde.	Un manuscrito de un manuscrito medieval con un texto y una imagen.
8631	es	Reproducción a escala del P-38.	Sección de contenido: Categoría F4 - Maquetas
8632	es	John Locke	Sección: Derechos de los animales
8633	es	Mujeres tejiendo una alfombra en un telar vertical (hacia 1890).	La carpeta persa está hecha de fibras de seda y fibras de
8634	es	Aurélie Caouette (1833-1905), fundadora de la congregación.	La adoración de la Preciosísima Sangre
8635	es	Ovejas de Somalia en Buin Zoo, Chile	La oveja de Somalia es una especie de oveja de Somalia, que
8636	es	Ala afilada del P-51A Mustang	La configuración alar, sección Título: Variación de la cuerda.
8637	es	La tropa de Madrid durante una actividad en El Pardo (1926).	La promesa del explorador
8638	es	Grupo de El Prendimiento, de Damián Villar.	La Hermandad de Nazarenos del Santísimo Cristo de la Agonia (Salamanca)
8639	es	La tumba de Galileo Chini y de su esposa en el cementerio monumental del Antella	El título de la página es Galileo Chini, Sección Título: Chin
8640	es	Un primitivo refrigerador, con un intercambiador de calor cilíndrico arriba. Ahora en la colección del Thinktank, Museo de Ciencias de Birmingham (Reino Unido).	Refrigerador, categoría: Reciclado de refrigeradores
8641	es	Sandro Mazzola defendió toda su carrera los colores del Inter de Milán con 160 goles y 565 partidos.	"El nombre de la página es Inter de Milán, Sección título ""El Grande"
8642	es	Amanecer, la Luz del Mundo.	La cruz de la iglesia
8643	es	U Nu y Moshe Dayan en 1955.	Israel
8644	es	ATR-42-500 de TAME en la pista del aeropuerto de Guayaquil	Un avión de pasajeros está estacionado en la pista de aterrizaje.
8645	es	Toma trasera de un FSO Warszawa 201	Un coche rojo estacionado en la calle.
8646	es	Bosquejo de la interrupción de Alcibíades, según Peter Paul Rubens (post 1600).	El banquete es un dibujo de una pareja de mujeres con brazos cruz
8647	es	La goleta Separación Dominicana en la batalla de Tortuguero, por Adolfo García Obregón	una pintura de un barco de vela en el océano
8648	es	Interior del CLS	El interior de un Mercedes-Benz Clase CLS está abierto.
8649	es	Panorama de la Plaza de Armas.	Un parque urbano con árboles y arbustos.
8650	es	Foto de la bahía de Palma en 2009, donde se puede observar la isleta.	Isla de la Galera
8651	es	Volkswagen New Beetle 2000. En este año cambian sus espejos exteriores. Aquí con especificaciones para América del Norte.	El Volkswagen New Beetle es un coche de estilo moderno y moderno que se
8652	es	Pinochet en el Te Deum de 1976 en la Catedral de Santiago. De espaldas el cardenal Raúl Silva Henríquez.	Categoría:Dictadura militar (Chile)
8653	es	Formación del Ferrocarril San Martín.	Un tren azul y blanco que viaja por las vías.
8654	es	Renault Celtaquatre, 1934	Renault, Sección: Renault por países
8655	es	El Tirpitz volcado tras recibir dos impactos de bombas Tallboy.	Un barco de guerra en el agua con un barco de guerra en el fondo
8656	es	La casa de los pastorcitos Francisco y Jacinta Marto.	La casa de Francisco y Jacinta Marto, Sección de título: Casa de
8657	es	Detalle del sepulcro de Alonso Fernández de Madrigal	La iglesia de Alonso Fernández de Madrigal, Sección
8658	es	Javier Ayala Ortega, actual alcalde de Fuenlabrada desde 2018.	Un hombre y una mujer están sentados en una mesa frente a micró
8659	es	Carteles electorales del PSI durante la campaña de las generales de 1983.	Un cartel de anuncios de la alianza del Pentapartito y la presidencia
8660	es	"Yamaha YBR 125 ED ""Libero 125"" colombiana, modelo 2018"	La motocicleta es una Yamaha YBR 125.
8661	es	Destructor Italiano Andrea Doria	Un barco de guerra abierto en el agua.
8662	es	Flair siendo acompañada por su padre en WrestleMania 32.	Charlotte Flair, Sección de 2015
8663	es	La Estela nestoriana, erigida en Chang'an el año 781.	una iglesia en la dinastía Tang, con un cartel y un cartel
8664	es	Joe Jackson en Toronto, 1979	Joe Jackson (músico)
8665	es	Caballería india cerca del Tigris.	La campaña de Mesopotamia, sección inicial, es una campaña militar que se
8666	es	Tronco de haya americana.	El árbol es un árbol de hoja grande con un tronco largo y
8667	es	El cineasta Paul Thomas Anderson dirigió el video de «Daydreaming».	Daydreaming (canción de Radiohead)
8668	es	Notación de baterías de pulso.[2]​	un diagrama de una nota musical con tres notas
8669	es	Puerta del Socorro de la ciudadela.	La primera ensancha de Pamplona, también conocida como el primer ens
8670	es	Emily Deschanel es Temperance Brennan.	La película: Hannah Montana
8671	es	Una cría de la tortuga boba en su viaje hacia el mar.	La tortuga de la orilla está en la arena.
8672	es	Fragmento de la hoja 107 del Mapa Topográfico Nacional de España de 2015 en el que se representa Cervera de Pisuerga	Cervera de Pisuerga, Sección: Departamento de Valladolid
8673	es	Imagen de las excavaciones realizadas en 1993 en la Plaza Vieja de Tudela, con los cimientos de la Mezquita Mayor incluyendo la base del alminar	La historia de Tudela se centra en la época musulmana, donde el puebl
8674	es	Convención de partidos realizada en Lima en 1915, para elegir una candidatura única para las elecciones presidenciales de ese año. El elegido fue el civilista José Pardo.	La República Aristocrática (1899-1919)
8675	es	Time do Flamengo sub 19 - Torneio Internacional de Croix - França 1974	La página web de la página web de la página web de la página web de
8676	es	Lámpara de piedra en el templo Gwanchoksa (관촉사, c.938) en Nonsan, Chungcheong.	Tipo de edificio
8677	es	Napoleón con sus tropas en vísperas de la batalla. Pintura de Louis-François Lejeune.	La batalla de Austerlitz, Sección: Batalla de Austerlitz
8678	es	Parque de la Muralla: Restos del tajamar que aún se pueden observar.	La imagen muestra una área de parque con una multitud de personas caminando
8679	es	Escuela de la Guardia Civil y Policía en la Avenida de Los Incas (hoy Sebastián Lorente Ibáñez) - Barrios Altos - Cercado de Lima.	La Escuela de Oficiales de la Policía Nacional del Perú, Sección
8680	es	Vista exterior de la Biblioteca (Ala este en forma de U Nordgebäudes)	El edificio está hecho de piedra y tiene una gran ventana.
8681	es	Rosa Rolanda como bailarina del Music Box Revue	La mujer de la foto es una bailarina de ballet.
8682	es	Portalillos junto a la Plaza Nueva donde durante algunos siglos se celebraba Mercado antes de la concesión por Juana I.	El mercado del jueves (Beas de Segura), también conocido como mercado del ju
8683	es	Puente Viejo o de los Peligros visto desde aguas arriba.	El puente de los peligros, Sección Título: El largo proceso constructivo
8684	es	La confluencia del Murray y su principal afluente, el río Darling, aquí en primer término, en Wentworth.	Río Murray, Irlanda
8685	es	Pareja de figuras simulando bronce	La escultura de la capilla Sixtina, sección de arte, muestra a
8686	es	Rihanna	Una mujer con un vestido rosa y uñas rojas.
8687	es	De 1977 a 1981 regresaron a Nueva Jersey y el Louis Brown Athletic Center de la Universidad de Rutgers fue su hogar.	Brooklyn Nets, Sección Título: 1976 a 1980
8688	es	Microbus NKR55, montado en el chasis de un Isuzu Elf.	El coche es un Mitsubishi N Series.
8689	es	Planta con las calles limítrofes	El edificio de la iglesia de San Niceto de Troyes es un
8690	es	Castillo de San Sebastián.	Cidade de Westminster, Inglaterra
8691	es	Busto de un indígena, homenaje a la raza originaria de Cerinza, Boyacá.	Un monumento a un hombre con una cabeza de cabeza y una cabeza de
8692	es	Mola junto al General Franco en una aparición en Burgos el 27 de agosto de 1936, recogida por el periódico alemán Berliner Illustrierte Zeitung. Mola es el que sobresale por la derecha.	La guerra civil española, Sección Titulo: Junta de Defensa Nacional
8693	es	Castillo de Nidau, sede de la prefectura distrital.	Nidau, Sección de interés: Ciudades
8694	es	Plaza del 9 de abril de 1947.	Tánger
8695	es	Retablo de Santa Inés, imagen del s-XVIII.	La iglesia está en el edificio.
8696	es	Momotaro Arena, sede del grupo B en la 3ª ronda. Okayama, Japón.	El edificio está lleno de banderas y banderas.
8697	es	Augusto Boal	Un hombre con una camisa blanca y un vestido blanco sosteniendo un trofeo
8698	es	Puerto de San Nicolás (Marcona), futuro megapuerto del Pacífico Sudamericano.	Puerto de Nazca
8699	es	Ejemplo de lo que puede ser un luto con la «pena negra».	La niña de luto, Sección: Lamento
8700	es	Entrando al nido	Un águila blanca con cabeza blanca volando sobre un acantilado.
